fips,pop2019,state,county,abbreviation
18071,44231,Indiana,Jackson,IN
18073,33562,Indiana,Jasper,IN
18075,20436,Indiana,Jay,IN
18077,32308,Indiana,Jefferson,IN
18079,27735,Indiana,Jennings,IN
18081,158167,Indiana,Johnson,IN
18083,36594,Indiana,Knox,IN
18085,79456,Indiana,Kosciusko,IN
18087,39614,Indiana,LaGrange,IN
18089,485493,Indiana,Lake,IN
18091,109888,Indiana,LaPorte,IN
18093,45370,Indiana,Lawrence,IN
18095,129569,Indiana,Madison,IN
18097,964582,Indiana,Marion,IN
18099,46258,Indiana,Marshall,IN
18101,10255,Indiana,Martin,IN
18103,35516,Indiana,Miami,IN
18105,148431,Indiana,Monroe,IN
18107,38338,Indiana,Montgomery,IN
18109,70489,Indiana,Morgan,IN
18111,13984,Indiana,Newton,IN
18113,47744,Indiana,Noble,IN
18115,5875,Indiana,Ohio,IN
18117,19646,Indiana,Orange,IN
18119,20799,Indiana,Owen,IN
18121,16937,Indiana,Parke,IN
18123,19169,Indiana,Perry,IN
18125,12389,Indiana,Pike,IN
18127,170389,Indiana,Porter,IN
18129,25427,Indiana,Posey,IN
18131,12353,Indiana,Pulaski,IN
18133,37576,Indiana,Putnam,IN
18135,24665,Indiana,Randolph,IN
18137,28324,Indiana,Ripley,IN
18139,16581,Indiana,Rush,IN
18141,271826,Indiana,St. Joseph,IN
18143,23873,Indiana,Scott,IN
18145,44729,Indiana,Shelby,IN
18147,20277,Indiana,Spencer,IN
18149,22995,Indiana,Starke,IN
18151,34594,Indiana,Steuben,IN
18153,20669,Indiana,Sullivan,IN
18155,10751,Indiana,Switzerland,IN
18157,195732,Indiana,Tippecanoe,IN
18159,15148,Indiana,Tipton,IN
18161,7054,Indiana,Union,IN
18163,181451,Indiana,Vanderburgh,IN
18165,15498,Indiana,Vermillion,IN
18167,107038,Indiana,Vigo,IN
18169,30996,Indiana,Wabash,IN
18171,8265,Indiana,Warren,IN
18173,62998,Indiana,Warrick,IN
18175,28036,Indiana,Washington,IN
18177,65884,Indiana,Wayne,IN
18179,28296,Indiana,Wells,IN
18181,24102,Indiana,White,IN
18183,33964,Indiana,Whitley,IN
19001,7152,Iowa,Adair,IA
19003,3602,Iowa,Adams,IA
19005,13687,Iowa,Allamakee,IA
19007,12426,Iowa,Appanoose,IA
19009,5496,Iowa,Audubon,IA
19011,25645,Iowa,Benton,IA
19013,131228,Iowa,Black Hawk,IA
19015,26234,Iowa,Boone,IA
19017,25062,Iowa,Bremer,IA
19019,21175,Iowa,Buchanan,IA
19021,19620,Iowa,Buena Vista,IA
19023,14439,Iowa,Butler,IA
19025,9668,Iowa,Calhoun,IA
19027,20165,Iowa,Carroll,IA
19029,12836,Iowa,Cass,IA
19031,18627,Iowa,Cedar,IA
19033,42450,Iowa,Cerro Gordo,IA
19035,11235,Iowa,Cherokee,IA
19037,11933,Iowa,Chickasaw,IA
19039,9395,Iowa,Clarke,IA
19041,16016,Iowa,Clay,IA
19043,17549,Iowa,Clayton,IA
19045,46429,Iowa,Clinton,IA
19047,16820,Iowa,Crawford,IA
19049,93453,Iowa,Dallas,IA
19051,9000,Iowa,Davis,IA
19053,7870,Iowa,Decatur,IA
19055,17011,Iowa,Delaware,IA
19057,38967,Iowa,Des Moines,IA
19059,17258,Iowa,Dickinson,IA
19061,97311,Iowa,Dubuque,IA
19063,9208,Iowa,Emmet,IA
19065,19650,Iowa,Fayette,IA
19067,15642,Iowa,Floyd,IA
19069,10070,Iowa,Franklin,IA
19071,6960,Iowa,Fremont,IA
19073,8888,Iowa,Greene,IA
19075,12232,Iowa,Grundy,IA
19077,10689,Iowa,Guthrie,IA
19079,14773,Iowa,Hamilton,IA
19081,10630,Iowa,Hancock,IA
19083,16846,Iowa,Hardin,IA
19085,14049,Iowa,Harrison,IA
19087,19954,Iowa,Henry,IA
19089,9158,Iowa,Howard,IA
19091,9558,Iowa,Humboldt,IA
19093,6860,Iowa,Ida,IA
19095,16184,Iowa,Iowa,IA
19097,19439,Iowa,Jackson,IA
19099,37185,Iowa,Jasper,IA
19101,18295,Iowa,Jefferson,IA
19103,151140,Iowa,Johnson,IA
19105,20681,Iowa,Jones,IA
19107,10246,Iowa,Keokuk,IA
19109,14813,Iowa,Kossuth,IA
19111,33657,Iowa,Lee,IA
19113,226706,Iowa,Linn,IA
19115,11035,Iowa,Louisa,IA
19117,8600,Iowa,Lucas,IA
19119,11755,Iowa,Lyon,IA
19121,16338,Iowa,Madison,IA
19123,22095,Iowa,Mahaska,IA
19125,33253,Iowa,Marion,IA
19127,39369,Iowa,Marshall,IA
19129,15109,Iowa,Mills,IA
19131,10586,Iowa,Mitchell,IA
19133,8615,Iowa,Monona,IA
19135,7707,Iowa,Monroe,IA
19137,9917,Iowa,Montgomery,IA
19139,42664,Iowa,Muscatine,IA
19141,13753,Iowa,O'Brien,IA
19143,5958,Iowa,Osceola,IA
19145,15107,Iowa,Page,IA
19147,8886,Iowa,Palo Alto,IA
19149,25177,Iowa,Plymouth,IA
19151,6619,Iowa,Pocahontas,IA
19153,490161,Iowa,Polk,IA
19155,93206,Iowa,Pottawattamie,IA
19157,18504,Iowa,Poweshiek,IA
19159,4894,Iowa,Ringgold,IA
19161,9721,Iowa,Sac,IA
19163,172943,Iowa,Scott,IA
19165,11454,Iowa,Shelby,IA
19167,34855,Iowa,Sioux,IA
19169,97117,Iowa,Story,IA
19171,16854,Iowa,Tama,IA
19173,6121,Iowa,Taylor,IA
19175,12241,Iowa,Union,IA
19177,7044,Iowa,Van Buren,IA
19179,34969,Iowa,Wapello,IA
19181,51466,Iowa,Warren,IA
19183,21965,Iowa,Washington,IA
19185,6441,Iowa,Wayne,IA
19187,35904,Iowa,Webster,IA
19189,10354,Iowa,Winnebago,IA
19191,19991,Iowa,Winneshiek,IA
19193,103107,Iowa,Woodbury,IA
19195,7381,Iowa,Worth,IA
19197,12562,Iowa,Wright,IA
20001,12369,Kansas,Allen,KS
20003,7858,Kansas,Anderson,KS
20005,16073,Kansas,Atchison,KS
20007,4427,Kansas,Barber,KS
20009,25779,Kansas,Barton,KS
20011,14534,Kansas,Bourbon,KS
20013,9564,Kansas,Brown,KS
20015,66911,Kansas,Butler,KS
20017,2648,Kansas,Chase,KS
20019,3250,Kansas,Chautauqua,KS
20021,19939,Kansas,Cherokee,KS
20023,2657,Kansas,Cheyenne,KS
20025,1994,Kansas,Clark,KS
20027,8002,Kansas,Clay,KS
20029,8786,Kansas,Cloud,KS
20031,8179,Kansas,Coffey,KS
20033,1700,Kansas,Comanche,KS
20035,34908,Kansas,Cowley,KS
20037,38818,Kansas,Crawford,KS
20039,2827,Kansas,Decatur,KS
20041,18466,Kansas,Dickinson,KS
20043,7600,Kansas,Doniphan,KS
20045,122259,Kansas,Douglas,KS
20047,2798,Kansas,Edwards,KS
20049,2530,Kansas,Elk,KS
20051,28553,Kansas,Ellis,KS
20053,6102,Kansas,Ellsworth,KS
20055,36467,Kansas,Finney,KS
20057,33619,Kansas,Ford,KS
20059,25544,Kansas,Franklin,KS
20061,31670,Kansas,Geary,KS
20063,2636,Kansas,Gove,KS
20065,2482,Kansas,Graham,KS
20067,7150,Kansas,Grant,KS
20069,5988,Kansas,Gray,KS
20071,1232,Kansas,Greeley,KS
20073,5982,Kansas,Greenwood,KS
20075,2539,Kansas,Hamilton,KS
20077,5436,Kansas,Harper,KS
20079,34429,Kansas,Harvey,KS
20081,3968,Kansas,Haskell,KS
20083,1794,Kansas,Hodgeman,KS
20085,13171,Kansas,Jackson,KS
20087,19043,Kansas,Jefferson,KS
20089,2879,Kansas,Jewell,KS
20091,602401,Kansas,Johnson,KS
20093,3838,Kansas,Kearny,KS
20095,7152,Kansas,Kingman,KS
20097,2475,Kansas,Kiowa,KS
20099,19618,Kansas,Labette,KS
20101,1535,Kansas,Lane,KS
20103,81758,Kansas,Leavenworth,KS
20105,2962,Kansas,Lincoln,KS
20107,9703,Kansas,Linn,KS
20109,2794,Kansas,Logan,KS
20111,33195,Kansas,Lyon,KS
20113,28542,Kansas,McPherson,KS
20115,11884,Kansas,Marion,KS
20117,9707,Kansas,Marshall,KS
20119,4033,Kansas,Meade,KS
20121,34237,Kansas,Miami,KS
20123,5979,Kansas,Mitchell,KS
20125,31829,Kansas,Montgomery,KS
20127,5620,Kansas,Morris,KS
20129,2587,Kansas,Morton,KS
20131,10231,Kansas,Nemaha,KS
20133,16007,Kansas,Neosho,KS
20135,2750,Kansas,Ness,KS
20137,5361,Kansas,Norton,KS
20139,15949,Kansas,Osage,KS
20141,3421,Kansas,Osborne,KS
20143,5704,Kansas,Ottawa,KS
20145,6414,Kansas,Pawnee,KS
20147,5234,Kansas,Phillips,KS
20149,24383,Kansas,Pottawatomie,KS
20151,9164,Kansas,Pratt,KS
20153,2530,Kansas,Rawlins,KS
20155,61998,Kansas,Reno,KS
20157,4636,Kansas,Republic,KS
20159,9537,Kansas,Rice,KS
20161,74232,Kansas,Riley,KS
20163,4920,Kansas,Rooks,KS
20165,3036,Kansas,Rush,KS
20167,6856,Kansas,Russell,KS
20169,54224,Kansas,Saline,KS
20171,4823,Kansas,Scott,KS
20173,516042,Kansas,Sedgwick,KS
20175,21428,Kansas,Seward,KS
20177,176875,Kansas,Shawnee,KS
20179,2521,Kansas,Sheridan,KS
20181,5917,Kansas,Sherman,KS
20183,3583,Kansas,Smith,KS
20185,4156,Kansas,Stafford,KS
20187,2006,Kansas,Stanton,KS
20189,5485,Kansas,Stevens,KS
20191,22836,Kansas,Sumner,KS
20193,7777,Kansas,Thomas,KS
20195,2803,Kansas,Trego,KS
20197,6931,Kansas,Wabaunsee,KS
20199,1518,Kansas,Wallace,KS
20201,5406,Kansas,Washington,KS
20203,2119,Kansas,Wichita,KS
20205,8525,Kansas,Wilson,KS
20207,3138,Kansas,Woodson,KS
20209,165429,Kansas,Wyandotte,KS
21001,19202,Kentucky,Adair,KY
21003,21315,Kentucky,Allen,KY
21005,22747,Kentucky,Anderson,KY
21007,7888,Kentucky,Ballard,KY
21009,44249,Kentucky,Barren,KY
21011,12500,Kentucky,Bath,KY
21013,26032,Kentucky,Bell,KY
21015,133581,Kentucky,Boone,KY
21017,19788,Kentucky,Bourbon,KY
21019,46718,Kentucky,Boyd,KY
21021,30060,Kentucky,Boyle,KY
21023,8303,Kentucky,Bracken,KY
21025,12630,Kentucky,Breathitt,KY
21027,20477,Kentucky,Breckinridge,KY
21029,81676,Kentucky,Bullitt,KY
21031,12879,Kentucky,Butler,KY
21033,12747,Kentucky,Caldwell,KY
21035,39001,Kentucky,Calloway,KY
21037,93584,Kentucky,Campbell,KY
21039,4760,Kentucky,Carlisle,KY
21041,10631,Kentucky,Carroll,KY
21043,26797,Kentucky,Carter,KY
21045,16159,Kentucky,Casey,KY
21047,70461,Kentucky,Christian,KY
21049,36263,Kentucky,Clark,KY
21051,19901,Kentucky,Clay,KY
21053,10218,Kentucky,Clinton,KY
21055,8806,Kentucky,Crittenden,KY
21057,6614,Kentucky,Cumberland,KY
21059,101511,Kentucky,Daviess,KY
21061,12150,Kentucky,Edmonson,KY
21063,7517,Kentucky,Elliott,KY
21065,14106,Kentucky,Estill,KY
21067,323152,Kentucky,Fayette,KY
21069,14581,Kentucky,Fleming,KY
21071,35589,Kentucky,Floyd,KY
21073,50991,Kentucky,Franklin,KY
21075,5969,Kentucky,Fulton,KY
21077,8869,Kentucky,Gallatin,KY
21079,17666,Kentucky,Garrard,KY
21081,25069,Kentucky,Grant,KY
21083,37266,Kentucky,Graves,KY
21085,26427,Kentucky,Grayson,KY
21087,10941,Kentucky,Green,KY
21089,35098,Kentucky,Greenup,KY
21091,8722,Kentucky,Hancock,KY
21093,110958,Kentucky,Hardin,KY
21095,26010,Kentucky,Harlan,KY
21097,18886,Kentucky,Harrison,KY
21099,19035,Kentucky,Hart,KY
21101,45210,Kentucky,Henderson,KY
21103,16126,Kentucky,Henry,KY
21105,4380,Kentucky,Hickman,KY
21107,44686,Kentucky,Hopkins,KY
21109,13329,Kentucky,Jackson,KY
21111,766757,Kentucky,Jefferson,KY
21113,54115,Kentucky,Jessamine,KY
21115,22188,Kentucky,Johnson,KY
21117,166998,Kentucky,Kenton,KY
21119,14806,Kentucky,Knott,KY
21121,31145,Kentucky,Knox,KY
21123,14398,Kentucky,Larue,KY
21125,60813,Kentucky,Laurel,KY
21127,15317,Kentucky,Lawrence,KY
21129,7403,Kentucky,Lee,KY
21131,9877,Kentucky,Leslie,KY
21133,21553,Kentucky,Letcher,KY
21135,13275,Kentucky,Lewis,KY
21137,24549,Kentucky,Lincoln,KY
21139,9194,Kentucky,Livingston,KY
21141,27102,Kentucky,Logan,KY
21143,8210,Kentucky,Lyon,KY
21145,65418,Kentucky,McCracken,KY
21147,17231,Kentucky,McCreary,KY
21149,9207,Kentucky,McLean,KY
21151,92987,Kentucky,Madison,KY
21153,12161,Kentucky,Magoffin,KY
21155,19273,Kentucky,Marion,KY
21157,31100,Kentucky,Marshall,KY
21159,11195,Kentucky,Martin,KY
21161,17070,Kentucky,Mason,KY
21163,28572,Kentucky,Meade,KY
21165,6489,Kentucky,Menifee,KY
21167,21933,Kentucky,Mercer,KY
21169,10071,Kentucky,Metcalfe,KY
21171,10650,Kentucky,Monroe,KY
21173,28157,Kentucky,Montgomery,KY
21175,13309,Kentucky,Morgan,KY
21177,30622,Kentucky,Muhlenberg,KY
21179,46233,Kentucky,Nelson,KY
21181,7269,Kentucky,Nicholas,KY
21183,23994,Kentucky,Ohio,KY
21185,66799,Kentucky,Oldham,KY
21187,10901,Kentucky,Owen,KY
21189,4415,Kentucky,Owsley,KY
21191,14590,Kentucky,Pendleton,KY
21193,25758,Kentucky,Perry,KY
21195,57876,Kentucky,Pike,KY
21197,12359,Kentucky,Powell,KY
21199,64979,Kentucky,Pulaski,KY
21201,2108,Kentucky,Robertson,KY
21203,16695,Kentucky,Rockcastle,KY
21205,24460,Kentucky,Rowan,KY
21207,17923,Kentucky,Russell,KY
21209,57004,Kentucky,Scott,KY
21211,49024,Kentucky,Shelby,KY
21213,18572,Kentucky,Simpson,KY
21215,19351,Kentucky,Spencer,KY
21217,25769,Kentucky,Taylor,KY
21219,12294,Kentucky,Todd,KY
21221,14651,Kentucky,Trigg,KY
21223,8471,Kentucky,Trimble,KY
21225,14381,Kentucky,Union,KY
21227,132896,Kentucky,Warren,KY
21229,12095,Kentucky,Washington,KY
21231,20333,Kentucky,Wayne,KY
21233,12942,Kentucky,Webster,KY
21235,36264,Kentucky,Whitley,KY
21237,7157,Kentucky,Wolfe,KY
21239,26734,Kentucky,Woodford,KY
22001,62045,Louisiana,Acadia,LA
22003,25627,Louisiana,Allen,LA
22005,126604,Louisiana,Ascension,LA
22007,21891,Louisiana,Assumption,LA
22009,40144,Louisiana,Avoyelles,LA
22011,37497,Louisiana,Beauregard,LA
22013,13241,Louisiana,Bienville,LA
22015,127039,Louisiana,Bossier,LA
22017,240204,Louisiana,Caddo,LA
22019,203436,Louisiana,Calcasieu,LA
22021,9918,Louisiana,Caldwell,LA
22023,6973,Louisiana,Cameron,LA
22025,9494,Louisiana,Catahoula,LA
22027,15670,Louisiana,Claiborne,LA
22029,19259,Louisiana,Concordia,LA
22031,27463,Louisiana,De Soto,LA
22033,440059,Louisiana,East Baton Rouge,LA
22035,6861,Louisiana,East Carroll,LA
22037,19135,Louisiana,East Feliciana,LA
22039,33395,Louisiana,Evangeline,LA
22041,20015,Louisiana,Franklin,LA
22043,22389,Louisiana,Grant,LA
22045,69830,Louisiana,Iberia,LA
22047,32511,Louisiana,Iberville,LA
22049,15744,Louisiana,Jackson,LA
22051,432493,Louisiana,Jefferson,LA
22053,31368,Louisiana,Jefferson Davis,LA
22055,244390,Louisiana,Lafayette,LA
22057,97614,Louisiana,Lafourche,LA
22059,14892,Louisiana,LaSalle,LA
22061,46742,Louisiana,Lincoln,LA
22063,140789,Louisiana,Livingston,LA
22065,10951,Louisiana,Madison,LA
22067,24874,Louisiana,Morehouse,LA
22069,38158,Louisiana,Natchitoches,LA
22071,390144,Louisiana,Orleans,LA
22073,153279,Louisiana,Ouachita,LA
22075,23197,Louisiana,Plaquemines,LA
22077,21730,Louisiana,Pointe Coupee,LA
22079,129648,Louisiana,Rapides,LA
22081,8442,Louisiana,Red River,LA
22083,20122,Louisiana,Richland,LA
22085,23884,Louisiana,Sabine,LA
22087,47244,Louisiana,St. Bernard,LA
22089,53100,Louisiana,St. Charles,LA
22091,10132,Louisiana,St. Helena,LA
22093,21096,Louisiana,St. James,LA
22095,42837,Louisiana,St. John the Baptist,LA
22097,82124,Louisiana,St. Landry,LA
22099,53431,Louisiana,St. Martin,LA
22101,49348,Louisiana,St. Mary,LA
22103,260419,Louisiana,St. Tammany,LA
22105,134758,Louisiana,Tangipahoa,LA
22107,4334,Louisiana,Tensas,LA
22109,110461,Louisiana,Terrebonne,LA
22111,22108,Louisiana,Union,LA
22113,59511,Louisiana,Vermilion,LA
22115,47429,Louisiana,Vernon,LA
22117,46194,Louisiana,Washington,LA
22119,38340,Louisiana,Webster,LA
22121,26465,Louisiana,West Baton Rouge,LA
22123,10830,Louisiana,West Carroll,LA
22125,15568,Louisiana,West Feliciana,LA
22127,13904,Louisiana,Winn,LA
23001,108277,Maine,Androscoggin,ME
23003,67055,Maine,Aroostook,ME
23005,295003,Maine,Cumberland,ME
23007,30199,Maine,Franklin,ME
23009,54987,Maine,Hancock,ME
23011,122302,Maine,Kennebec,ME
23013,39772,Maine,Knox,ME
23015,34634,Maine,Lincoln,ME
23017,57975,Maine,Oxford,ME
23019,152148,Maine,Penobscot,ME
23021,16785,Maine,Piscataquis,ME
23023,35856,Maine,Sagadahoc,ME
23025,50484,Maine,Somerset,ME
23027,39715,Maine,Waldo,ME
23029,31379,Maine,Washington,ME
23031,207641,Maine,York,ME
24001,70416,Maryland,Allegany,MD
24003,579234,Maryland,Anne Arundel,MD
24005,827370,Maryland,Baltimore,MD
24009,92525,Maryland,Calvert,MD
24011,33406,Maryland,Caroline,MD
24013,168447,Maryland,Carroll,MD
24015,102855,Maryland,Cecil,MD
24017,163257,Maryland,Charles,MD
24019,31929,Maryland,Dorchester,MD
24021,259547,Maryland,Frederick,MD
24023,29014,Maryland,Garrett,MD
24025,255441,Maryland,Harford,MD
24027,325690,Maryland,Howard,MD
24029,19422,Maryland,Kent,MD
24031,1050688,Maryland,Montgomery,MD
24033,909327,Maryland,Prince George's,MD
24035,50381,Maryland,Queen Anne's,MD
24037,113510,Maryland,St. Mary's,MD
24039,25616,Maryland,Somerset,MD
24041,37181,Maryland,Talbot,MD
24043,151049,Maryland,Washington,MD
24045,103609,Maryland,Wicomico,MD
24047,52276,Maryland,Worcester,MD
24510,593490,Maryland,Baltimore city,MD
25001,212990,Massachusetts,Barnstable,MA
25003,124944,Massachusetts,Berkshire,MA
25005,565217,Massachusetts,Bristol,MA
25007,17332,Massachusetts,Dukes,MA
25009,789034,Massachusetts,Essex,MA
25011,70180,Massachusetts,Franklin,MA
25013,466372,Massachusetts,Hampden,MA
25015,160830,Massachusetts,Hampshire,MA
25017,1611699,Massachusetts,Middlesex,MA
25019,11399,Massachusetts,Nantucket,MA
25021,706775,Massachusetts,Norfolk,MA
25023,521202,Massachusetts,Plymouth,MA
25025,803907,Massachusetts,Suffolk,MA
25027,830622,Massachusetts,Worcester,MA
26001,10405,Michigan,Alcona,MI
26003,9108,Michigan,Alger,MI
26005,118081,Michigan,Allegan,MI
26007,28405,Michigan,Alpena,MI
26009,23324,Michigan,Antrim,MI
26011,14883,Michigan,Arenac,MI
26013,8209,Michigan,Baraga,MI
26015,61550,Michigan,Barry,MI
26017,103126,Michigan,Bay,MI
26019,17766,Michigan,Benzie,MI
26021,153401,Michigan,Berrien,MI
26023,43517,Michigan,Branch,MI
26025,134159,Michigan,Calhoun,MI
26027,51787,Michigan,Cass,MI
26029,26143,Michigan,Charlevoix,MI
26031,25276,Michigan,Cheboygan,MI
26033,37349,Michigan,Chippewa,MI
26035,30950,Michigan,Clare,MI
26037,79595,Michigan,Clinton,MI
26039,14029,Michigan,Crawford,MI
26041,35784,Michigan,Delta,MI
26043,25239,Michigan,Dickinson,MI
26045,110268,Michigan,Eaton,MI
26047,33415,Michigan,Emmet,MI
26049,405813,Michigan,Genesee,MI
26051,25449,Michigan,Gladwin,MI
26053,13975,Michigan,Gogebic,MI
26055,93088,Michigan,Grand Traverse,MI
26057,40711,Michigan,Gratiot,MI
26059,45605,Michigan,Hillsdale,MI
26061,35684,Michigan,Houghton,MI
26063,30981,Michigan,Huron,MI
26065,292406,Michigan,Ingham,MI
26067,64697,Michigan,Ionia,MI
26069,25127,Michigan,Iosco,MI
26071,11066,Michigan,Iron,MI
26073,69872,Michigan,Isabella,MI
26075,158510,Michigan,Jackson,MI
26077,265066,Michigan,Kalamazoo,MI
26079,18038,Michigan,Kalkaska,MI
26081,656955,Michigan,Kent,MI
26083,2116,Michigan,Keweenaw,MI
26085,11853,Michigan,Lake,MI
26087,87607,Michigan,Lapeer,MI
26089,21761,Michigan,Leelanau,MI
26091,98451,Michigan,Lenawee,MI
26093,191995,Michigan,Livingston,MI
26095,6229,Michigan,Luce,MI
26097,10799,Michigan,Mackinac,MI
26099,873972,Michigan,Macomb,MI
26101,24558,Michigan,Manistee,MI
26103,66699,Michigan,Marquette,MI
26105,29144,Michigan,Mason,MI
26107,43453,Michigan,Mecosta,MI
26109,22780,Michigan,Menominee,MI
26111,83156,Michigan,Midland,MI
26113,15118,Michigan,Missaukee,MI
26115,150500,Michigan,Monroe,MI
26117,63888,Michigan,Montcalm,MI
26119,9328,Michigan,Montmorency,MI
26121,173566,Michigan,Muskegon,MI
26123,48980,Michigan,Newaygo,MI
26125,1257584,Michigan,Oakland,MI
26127,26467,Michigan,Oceana,MI
26129,20997,Michigan,Ogemaw,MI
26131,5720,Michigan,Ontonagon,MI
26133,23460,Michigan,Osceola,MI
26135,8241,Michigan,Oscoda,MI
26137,24668,Michigan,Otsego,MI
26139,291830,Michigan,Ottawa,MI
26141,12592,Michigan,Presque Isle,MI
26143,24019,Michigan,Roscommon,MI
26145,190539,Michigan,Saginaw,MI
26147,159128,Michigan,St. Clair,MI
26149,60964,Michigan,St. Joseph,MI
26151,41170,Michigan,Sanilac,MI
26153,8094,Michigan,Schoolcraft,MI
26155,68122,Michigan,Shiawassee,MI
26157,52245,Michigan,Tuscola,MI
26159,75677,Michigan,Van Buren,MI
26161,367601,Michigan,Washtenaw,MI
26163,1749343,Michigan,Wayne,MI
26165,33631,Michigan,Wexford,MI
27001,15886,Minnesota,Aitkin,MN
27003,356921,Minnesota,Anoka,MN
27005,34423,Minnesota,Becker,MN
27007,47188,Minnesota,Beltrami,MN
27009,40889,Minnesota,Benton,MN
27011,4991,Minnesota,Big Stone,MN
27013,67653,Minnesota,Blue Earth,MN
27015,25008,Minnesota,Brown,MN
27017,35871,Minnesota,Carlton,MN
27019,105089,Minnesota,Carver,MN
27021,29779,Minnesota,Cass,MN
27023,11800,Minnesota,Chippewa,MN
27025,56579,Minnesota,Chisago,MN
27027,64222,Minnesota,Clay,MN
27029,8818,Minnesota,Clearwater,MN
27031,5463,Minnesota,Cook,MN
27033,11196,Minnesota,Cottonwood,MN
27035,65055,Minnesota,Crow Wing,MN
27037,429021,Minnesota,Dakota,MN
27039,20934,Minnesota,Dodge,MN
27041,38141,Minnesota,Douglas,MN
27043,13653,Minnesota,Faribault,MN
27045,21067,Minnesota,Fillmore,MN
27047,30281,Minnesota,Freeborn,MN
27049,46340,Minnesota,Goodhue,MN
27051,5972,Minnesota,Grant,MN
27053,1265843,Minnesota,Hennepin,MN
27055,18600,Minnesota,Houston,MN
27057,21491,Minnesota,Hubbard,MN
27059,40596,Minnesota,Isanti,MN
27061,45130,Minnesota,Itasca,MN
27063,9846,Minnesota,Jackson,MN
27065,16337,Minnesota,Kanabec,MN
27067,43199,Minnesota,Kandiyohi,MN
27069,4298,Minnesota,Kittson,MN
27071,12229,Minnesota,Koochiching,MN
27073,6623,Minnesota,Lac qui Parle,MN
27075,10641,Minnesota,Lake,MN
27077,3740,Minnesota,Lake of the Woods,MN
27079,28887,Minnesota,Le Sueur,MN
27081,5639,Minnesota,Lincoln,MN
27083,25474,Minnesota,Lyon,MN
27085,35893,Minnesota,McLeod,MN
27087,5527,Minnesota,Mahnomen,MN
27089,9336,Minnesota,Marshall,MN
27091,19683,Minnesota,Martin,MN
27093,23222,Minnesota,Meeker,MN
27095,26277,Minnesota,Mille Lacs,MN
27097,33386,Minnesota,Morrison,MN
27099,40062,Minnesota,Mower,MN
27101,8194,Minnesota,Murray,MN
27103,34274,Minnesota,Nicollet,MN
27105,21629,Minnesota,Nobles,MN
27107,6375,Minnesota,Norman,MN
27109,158293,Minnesota,Olmsted,MN
27111,58746,Minnesota,Otter Tail,MN
27113,14119,Minnesota,Pennington,MN
27115,29579,Minnesota,Pine,MN
27117,9126,Minnesota,Pipestone,MN
27119,31364,Minnesota,Polk,MN
27121,11249,Minnesota,Pope,MN
27123,550321,Minnesota,Ramsey,MN
27125,4055,Minnesota,Red Lake,MN
27127,15170,Minnesota,Redwood,MN
27129,14548,Minnesota,Renville,MN
27131,66972,Minnesota,Rice,MN
27133,9315,Minnesota,Rock,MN
27135,15165,Minnesota,Roseau,MN
27137,199070,Minnesota,St. Louis,MN
27139,149013,Minnesota,Scott,MN
27141,97238,Minnesota,Sherburne,MN
27143,14865,Minnesota,Sibley,MN
27145,161075,Minnesota,Stearns,MN
27147,36649,Minnesota,Steele,MN
27149,9805,Minnesota,Stevens,MN
27151,9266,Minnesota,Swift,MN
27153,24664,Minnesota,Todd,MN
27155,3259,Minnesota,Traverse,MN
27157,21627,Minnesota,Wabasha,MN
27159,13682,Minnesota,Wadena,MN
27161,18612,Minnesota,Waseca,MN
27163,262440,Minnesota,Washington,MN
27165,10897,Minnesota,Watonwan,MN
27167,6207,Minnesota,Wilkin,MN
27169,50484,Minnesota,Winona,MN
27171,138377,Minnesota,Wright,MN
27173,9709,Minnesota,Yellow Medicine,MN
28001,30693,Mississippi,Adams,MS
28003,36953,Mississippi,Alcorn,MS
28005,12297,Mississippi,Amite,MS
28007,18174,Mississippi,Attala,MS
28009,8259,Mississippi,Benton,MS
28011,30628,Mississippi,Bolivar,MS
28013,14361,Mississippi,Calhoun,MS
28015,9947,Mississippi,Carroll,MS
28017,17103,Mississippi,Chickasaw,MS
28019,8210,Mississippi,Choctaw,MS
28021,8988,Mississippi,Claiborne,MS
28023,15541,Mississippi,Clarke,MS
28025,19316,Mississippi,Clay,MS
28027,22124,Mississippi,Coahoma,MS
28029,28065,Mississippi,Copiah,MS
28031,18636,Mississippi,Covington,MS
28033,184945,Mississippi,DeSoto,MS
28035,74897,Mississippi,Forrest,MS
28037,7713,Mississippi,Franklin,MS
28039,24500,Mississippi,George,MS
28041,13586,Mississippi,Greene,MS
28043,20758,Mississippi,Grenada,MS
28045,47632,Mississippi,Hancock,MS
28047,208080,Mississippi,Harrison,MS
28049,231840,Mississippi,Hinds,MS
28051,17010,Mississippi,Holmes,MS
28053,8064,Mississippi,Humphreys,MS
28055,1327,Mississippi,Issaquena,MS
28057,23390,Mississippi,Itawamba,MS
28059,143617,Mississippi,Jackson,MS
28061,16383,Mississippi,Jasper,MS
28063,6990,Mississippi,Jefferson,MS
28065,11128,Mississippi,Jefferson Davis,MS
28067,68098,Mississippi,Jones,MS
28069,9742,Mississippi,Kemper,MS
28071,54019,Mississippi,Lafayette,MS
28073,63343,Mississippi,Lamar,MS
28075,74125,Mississippi,Lauderdale,MS
28077,12586,Mississippi,Lawrence,MS
28079,22786,Mississippi,Leake,MS
28081,85436,Mississippi,Lee,MS
28083,28183,Mississippi,Leflore,MS
